"","GSP1","COS1","GSP2","COS2","GSP3","COS3","GSP4","COS4","GSP5","COS5","combined_pvalue","adjusted_pvalue"
"HTRA1",4.98777791497241e-13,0.00120882834511466,6.08720973977349e-18,0.910960828429263,3.20967619803451e-17,0.837992224649008,5.86942066796645e-13,0.725185504406786,3.64881603209975e-09,0.0900289719455732,2.22044604925031e-16,5.62404239364244e-13
"RPS9",1.71203686890533e-12,0.242485554654349,1.21948932653569e-18,0.991257301993907,3.48654940192679e-21,0.431885847042694,5.88012741423498e-21,0.692494250291694,7.06851841841155e-19,0.000222073858936819,5.55e-17,1.90777392487626e-13
"TNC",2.33116590891114e-08,0.0495387609233065,2.58651014848343e-12,0.945171015201252,4.50819050447096e-13,0.921231371754445,5.05923994473887e-11,0.27178794086659,1.0530909780527e-08,0.0566175993505573,3.80984133130369e-12,3.90095546470685e-09
"RPL36",1.14801961570833e-12,0.0567661039800915,5.01921801164055e-16,0.999418887355033,4.58768612954085e-16,0.851957382888639,1.69101197687892e-15,0.666260098666319,4.20324021850734e-14,1.43577153437543e-06,1.99840144432528e-15,4.00713020547024e-12
"PLD3",0.000891242992259665,0.140237777791475,9.11898266809992e-06,0.849999943677568,2.56716189965073e-07,0.794455211619597,1.66839259485111e-07,0.401980043379574,1.15572449550003e-06,0.0774950809886819,9.20369886969752e-07,0.000303369213901405
"CXCL10",8.89131934759718e-05,0.1043336673505,5.35452975483494e-06,0.608259384400137,1.54516922869175e-05,0.900554983275427,0.000161147252717291,0.185239123756448,0.00138931588565861,0.00504739606854853,3.70577511972225e-05,0.00857388565731621
"RPL41",1.06812499337287e-13,0.033115955814276,3.37019658246044e-19,0.999733855600845,1.2521837790237e-20,0.648039178114403,5.57623326293474e-19,0.222954024055017,1.93275847787318e-16,0.0186822150777544,5.55e-17,1.90777392487626e-13
"CLEC3A",2.24935081248109e-12,0.000271121302088112,8.18414809311113e-15,0.987983068092109,9.25997379135257e-14,0.995261105353234,9.42291639385739e-11,0.00696539616533587,1.1120560244152e-07,0.0109846007035897,7.46069872548105e-14,1.08799656487919e-10
"YWHAZ",6.73834522111246e-05,0.21305487802638,1.14251174657785e-05,0.842211375183927,3.10728470108309e-05,0.504311240216326,0.000164593043709471,0.301055562141419,0.000907749705607589,0.00786113074282864,7.04949602841065e-05,0.0151450953902259
"PRSS23",9.97745727155277e-14,1.77395254326732e-06,1.55462415974953e-15,0.994487627675289,2.04179392839762e-11,0.89915761283131,4.01653511410879e-06,0.476772067371621,0.00270707159665286,3.62278780753204e-05,1.55431223447522e-14,2.67142013698016e-11
"COL5A2",2.54252891760381e-08,0.114460963730346,3.49765437577482e-12,0.845338392635935,1.09959011464663e-12,0.420404512776171,8.75127952501055e-11,0.78474799139898,4.85894367301159e-09,0.206360643215205,8.28481727666031e-12,8.30622437007793e-09
"GPAA1",0.00612166547581187,0.267334440857834,0.000198158670796125,0.391527597203563,3.15708950001487e-05,0.894913451366245,9.64856926002699e-05,0.35462022261496,0.00062450138922077,0.679745055606956,0.000204731897993304,0.0358273577208762
"POSTN",7.83545146472446e-26,0.183939341392105,2.72473751885025e-35,0.984090887747646,8.62005889438692e-38,0.980796076609669,4.58280705741794e-35,0.331942678852221,2.04998492661264e-30,0.539646355063668,5.55e-17,1.90777392487626e-13
"STARD10",5.36341638594802e-08,0.128038791990741,4.75914916085065e-13,0.552963695880506,4.26636703337503e-15,0.732086656728923,9.8750474059872e-14,0.349258480115108,2.28991374489576e-11,0.262216815840552,4.04121180963557e-14,6.27352857974695e-11
"RPLP0",5.27878878920404e-05,0.0156677109058461,1.93635954504649e-06,0.546955102904548,8.77037136321666e-07,0.691462828081684,1.18171706902283e-06,0.66058473810348,1.20199478206688e-06,0.022706709171558,2.98163966738763e-06,0.00090244344440437
"DBI",1.05616391389034e-07,0.00680216986547155,1.79597056210854e-09,0.976376607317336,1.73782765627198e-07,0.204573537775253,0.000627924068596009,0.911303408764381,0.0490221967175586,0.0632172718079128,1.7481714631451e-08,8.99663708436829e-06
"ACACA",0.000210060862422321,0.000275182646853865,3.40048318700822e-06,0.491434084377727,7.69343609740519e-05,0.109696147595581,0.0287908322379146,0.772255386942622,0.350126126220459,0.0546351463567798,3.16929078593153e-05,0.00755044728431992
"RPLP2",6.56092634366027e-08,0.00971587957554521,9.47135687811796e-11,0.667433433693494,1.75564633825919e-10,0.763893556839249,1.75431923141108e-09,0.728585742616692,1.80785921468117e-08,3.67379067869552e-05,5.91903193125631e-10,4.19082412549524e-07
"SMG7",0.00972674382537924,0.510689454045105,0.000189871391181108,0.393391179120138,7.90699571497542e-06,0.809567190310566,3.60309847045576e-06,0.680762137833114,1.0053668287994e-05,0.062553737983554,1.96519627526648e-05,0.00500387081910889
"SPINT2",3.49118249587505e-11,6.63728576926993e-05,2.58793999512438e-12,0.98614110030076,7.32600849526719e-08,0.81879934195584,0.00239468242074411,0.609474143777897,0.15975037350277,6.54680305129935e-05,2.40925057681807e-11,2.27338901272751e-08
"COX6B1",1.36080160604767e-06,0.178863366946179,4.35187454876043e-10,0.155753631711214,4.73210887475558e-11,0.955632366413064,4.64703816050169e-09,0.0896460356490661,1.10682027199201e-06,0.541548418527508,4.22888168927216e-10,3.29070789138647e-07
"LGALS3",4.16305166673959e-06,0.0945169979473917,3.3736728708128e-08,0.832205572272404,2.19923437701105e-08,0.834474664705431,1.84745206800086e-07,0.467216560408608,1.32761606335868e-06,0.00970873945317922,1.22672208835439e-07,5.13346146263245e-05
"ROMO1",5.13464702436185e-06,0.430756137229108,2.47209643861698e-09,0.907305085465049,1.04970988797224e-10,0.91105295134886,2.54890787208234e-10,0.377383927694319,5.01317391979672e-09,0.0365946904202049,7.11547487597386e-10,4.82289161377822e-07
"XBP1",5.78805802510835e-10,0.00849112310926198,6.40862223406365e-11,0.806383316209422,6.63651551965326e-08,0.958375574520868,0.000129354376534647,0.0409566915532419,0.00537979785576648,0.000146128070015529,5.76477199309977e-10,4.19082412549524e-07
"ADIRF",0.000944451639274878,0.137577779097965,1.69624757664796e-06,0.75418546821618,3.18402192967927e-08,0.707568458977367,8.08596570461288e-08,0.468492893815297,1.18550278580064e-06,0.66363424173799,2.21199569772068e-07,8.87084504454951e-05
"CST3",9.05024763444409e-09,4.33958080153016e-05,4.68316290715448e-11,0.752518789245042,4.7345212596725e-10,0.227344373537702,8.8572203315799e-08,0.24617142005193,2.45657419778681e-06,0.00626925590088674,4.23954316097763e-10,3.29070789138647e-07
"RPL3",2.77668632357917e-07,0.00147989244562657,1.26965457393385e-10,0.507435920916143,1.28966631102559e-11,0.759282242699884,1.32775758416163e-11,0.544305784248107,2.32719211764508e-11,0.00264156343120962,4.9090842502153e-11,4.45745099391945e-08
"RPL8",1.1336626173584e-05,0.0190864273041503,9.72940259000331e-09,0.819507717812809,2.62773851450833e-10,0.624591466842936,1.20500779422928e-10,0.409594485284866,4.08648863294241e-10,0.0228692911216029,6.8239758288513e-10,4.69138852261923e-07
"RPL18A",1.87079935825177e-11,0.107095860241354,2.32673870022329e-16,0.469891390781208,2.47093678551136e-17,0.497861133336541,8.22768097595834e-17,0.954003354594861,2.62139469155456e-15,4.69340587176983e-06,2.22044604925031e-16,5.62404239364244e-13
"HADH",0.00141275957824104,0.173910188715253,5.95578229401229e-06,0.813130887739717,1.35923229408994e-06,0.718897250316951,9.16069055411134e-06,0.431774668142971,8.01733849348767e-05,0.0241014825924459,9.74662378605551e-06,0.00263861276347716
"RPS15",5.72084673144558e-06,0.0472603133922611,2.59537839150114e-09,0.808714737639422,9.04317878312845e-11,0.369298291027684,2.00643274646893e-10,0.733699597052861,2.17606945922272e-09,0.0348533497723682,5.92169979718449e-10,4.19082412549524e-07
"SCD",3.67269850421578e-06,0.000392003542252282,6.59785261001375e-06,0.951942187016701,0.000917118844632316,0.0871458580899145,0.0967847924806675,0.159748166654815,0.469977922576749,0.0101231667446876,2.33868613297439e-05,0.0057716407411795
"STAT1",0.000263695159698926,0.0938060402608068,2.82909587873649e-05,0.397177962736132,2.12732180307964e-05,0.948516716659116,6.83539738030467e-05,0.0101807730059328,0.000365490745111636,0.0444091462012563,9.65016350672476e-05,0.0188782409964775
"ERBB2",2.66097256345305e-05,0.00778053512908476,3.13725222200353e-07,0.550027098498377,4.38167667339801e-06,0.665520814625071,0.00143448666949265,0.285108662085411,0.0307144033896812,0.05098623623019,2.89503989292506e-06,0.0008873947629401
"RPL35",3.86558256412861e-10,0.178636235101041,2.68299922261529e-13,0.690564091645089,5.46627163498333e-13,0.772872876995275,9.51753493564426e-13,0.982160930304284,4.43545235231082e-12,1.01375724151682e-07,1.46305190185103e-12,1.67637974119641e-09
"CERS2",5.83866570405022e-07,0.00428348563367066,6.98591811686627e-10,0.623763871729833,2.84726082033593e-09,0.492173839714513,6.45546075523571e-07,0.612620892808545,2.18355545627563e-05,0.0140268127907053,5.59918666986903e-09,3.28604158668583e-06
"KLF6",0.0110828095419666,0.115043183950793,5.69305367455305e-05,0.470667369151836,1.09640253674784e-06,0.183274673538351,3.06364974726867e-06,0.530064158319312,6.11300418602631e-05,0.573653799680177,7.85849506912406e-06,0.00216104244780447
"IDI1",1.77101122544611e-05,0.00499821788629576,5.99565464984269e-07,0.92171416317767,4.35354959093138e-06,0.831242908343203,0.000459756063161293,0.136568601696807,0.0148746245503019,0.011142814674742,5.11101606559539e-06,0.00148170286024022
"GADD45GIP1",0.00092207097950822,0.24192642888523,0.000188994008211065,0.95458727802247,8.07605627614327e-05,0.167222293867676,4.45780945480731e-05,0.407811212240539,7.43143609906346e-05,0.0269528707605066,0.00018291010105187,0.0327225673958628
"RPN2",5.56446724483266e-10,2.18079031202472e-05,1.08630604047786e-10,0.996084714471149,3.74409687901527e-08,0.496681104356601,6.50101876068152e-05,0.328626586020366,0.00528093419715464,0.000592098745909969,9.06667740885325e-10,5.89628415978203e-07
"RPS18",2.50276205640156e-12,0.353730134340398,7.63397828589759e-16,0.737580292913171,2.05365245069923e-16,0.230874776270548,7.13650893977194e-16,0.859347364953552,4.7117792242633e-14,6.30464765079303e-06,1.4432899320127e-15,3.15713288915837e-12
"RPL37A",5.05127818976855e-07,0.00928572181656447,2.69201226443582e-07,0.962350555924398,2.55448747652737e-05,0.145578166903683,0.000248985570996661,0.319440234575208,0.000133853492484455,2.41673065260051e-05,1.72816274934817e-06,0.000547145728260843
"TAX1BP1",3.89001079356557e-06,0.292121396680961,5.23625769337153e-08,0.782027389793064,1.11252925419253e-08,0.0217468851950383,3.2112739554284e-08,0.102857448445729,4.63193996988064e-07,0.0620946759132232,7.01561220228797e-08,3.04161721243343e-05
"S100A14",0.0130677148233964,0.537803620148082,0.000288525710278322,0.192174119016955,2.6453151519036e-05,0.537021472750602,2.7150147854885e-05,0.858357449033889,8.014828853427e-05,0.169342008758521,0.000110306235520663,0.0209817401152734
"C1R",0.000773141026010518,0.0292103842376605,2.06084745096158e-05,0.553320799107927,1.64711036035431e-05,0.588275653782764,0.000302942747114277,0.712495860257728,0.00442005959482428,0.584694917819572,8.76530984575963e-05,0.0180265815000246
"CISD3",0.000560358645362652,0.607791016228696,3.81061547737875e-06,0.632406406136364,1.0710516556027e-07,0.336061197924731,1.38338072190785e-07,0.398762827068654,5.05667016550293e-07,0.752630870666017,5.3171469893698e-07,0.000188148915387859
"TP53INP2",2.52176353446586e-07,0.00949026787004353,2.30316507254854e-09,0.751412182109345,1.70564269155094e-08,0.857521520416027,1.72157971616599e-06,0.224829954932907,3.99281285078104e-05,0.00191270091938738,2.01051071346825e-08,9.97462595110007e-06
"PIGT",0.000188087653583067,0.304647950584085,3.97683481199924e-06,0.471168312254296,1.42185527367516e-06,0.643449572133366,1.68124105408915e-05,0.103645194238826,0.000197569420823615,0.7352773699019,9.75963779059619e-06,0.00263861276347716
"SCAND1",3.41550886365588e-05,0.0125083468767202,6.24059853707591e-08,0.516271660170905,5.86863122740839e-09,0.561005819124627,5.72238372361454e-08,0.650278721042353,2.45963983005093e-06,0.102485840238645,4.8939780228352e-08,2.20110215125628e-05
"HLA.B",2.80306245544985e-15,0.0043358917214059,5.04386910605553e-20,0.99899498005706,4.5932591580967e-21,0.994565001844833,4.01586996893654e-19,0.281647146368111,6.31338636095745e-16,0.00548617623303538,5.55e-17,1.90777392487626e-13
"GRINA",4.0343785531691e-05,0.451226914574314,3.68710317316216e-08,0.677318170784092,3.58771915852944e-10,0.995858872604964,1.29204564448985e-10,0.41703141374949,4.63829344987609e-10,0.251712581722014,7.86778420192036e-10,5.25874248392588e-07
"BLVRB",6.65305798629455e-05,0.0178486036852845,1.10750282892551e-06,0.993939115442774,2.42549261185775e-06,0.574241242066865,3.6826646883144e-05,0.784375541921638,0.000406623529438654,0.0466798205562572,7.35417714192721e-06,0.00205763150496602
"COL6A1",0.000450988722056095,0.00225845577046737,1.15772211066235e-05,0.651792331711248,2.54112988899799e-06,0.340258987874062,1.01893357412713e-05,0.61641896240362,7.73562403553178e-05,0.231867814272389,1.68454015134767e-05,0.00438199219538102
"MGST3",0.00493118581278138,0.537800831370484,5.49198572059974e-05,0.399177485228572,1.97720424585654e-06,0.74012322718091,1.5331280776832e-06,0.794668700561095,7.28191098890145e-06,0.103557940063283,7.61170312524317e-06,0.00211737460237809
"SSR4",0.000101746186189525,0.540104109443102,6.10231037437546e-07,0.951958225452487,2.62521666597756e-08,0.645827710988667,1.8090791907539e-08,0.853692628863324,6.48827133468564e-08,0.184926884555935,9.05552770547047e-08,3.89096838569619e-05
"MMP14",8.08427053619126e-05,0.569041785105316,3.3681371069813e-06,0.981157575001099,1.30184164297676e-05,0.827119675522953,0.000147598631260049,0.267924413592283,0.00162734035023506,0.0203403705727499,2.54151173759709e-05,0.0061461195634538
"EIF4G1",0.00516946115992137,0.331677357942468,2.49412160050839e-05,0.760284244589219,2.41273578360229e-07,0.667556738275339,6.03294714167629e-08,0.238404678655535,1.95483251150691e-07,0.0870809154208485,3.86456314283024e-07,0.000144320163652772
"SPARC",1.11447068059488e-20,0.000782299156975222,1.2629254318605e-27,0.851186394406784,1.04785107884734e-26,0.828804022451982,3.15833030253417e-21,0.917587504449998,3.24780477086278e-16,0.317506018957326,5.55e-17,1.90777392487626e-13
"COL12A1",3.50566026601904e-22,0.00214483099181093,2.49075265050661e-29,0.999712441283762,4.52948296353901e-29,0.99996837148977,2.78533069924402e-24,0.540704363018959,2.18475819787897e-19,0.00834963899017684,5.55e-17,1.90777392487626e-13
"PDPN",0.000132631988919703,0.0796942373116775,9.00999113370057e-06,0.620643337648897,5.80707702955649e-05,0.302718121609866,0.0029677014423511,0.694484664204178,0.0438219264554768,0.00970953239746757,7.34098023129626e-05,0.015701223572067
"RPL30",0.00121608149562252,0.217300658215164,8.60368931147668e-05,0.676401579614373,2.001736205944e-05,0.640370386418716,3.96234548384218e-05,0.596735811823632,0.000163503094236944,0.19507433945137,0.00010665591136827,0.020530847805349
"RPS3",0.0311176879887552,0.0104094421176042,0.000961447624478607,0.795909990572878,0.000120030714115814,0.437157518886087,4.3571648012096e-05,0.827101231791432,3.69227907583749e-05,0.0343167239995411,0.000167915235768978,0.0303787869501665
"TP53I13",0.00850537733347356,0.243864344991716,0.000349360770738186,0.687628417437663,2.9818617011738e-05,0.966411091396942,3.0225045532753e-05,0.12654047333725,0.000116130253916998,0.691799320783488,0.000127895224152907,0.0241366008307486
"MGST1",6.65374068594067e-05,0.0116450277279624,5.02894960409231e-05,0.484188729561497,0.00110140706067145,0.765272212842964,0.0413457336994026,0.0150212543570683,0.186319132924835,0.0672056603344264,0.000277666353392991,0.0465589653982531
"ANXA2",9.73627308380291e-07,0.0622223327401482,1.07059237657616e-10,0.212642538815494,1.80338088915573e-11,0.876203918719684,5.22666432937619e-09,0.660105290778633,1.31997622373093e-06,0.939329231129777,1.5388157414975e-10,1.32239303910723e-07
"CD74",4.60193454098796e-05,0.0975199638538453,3.18722906437486e-06,0.955970039521935,1.95469534933412e-05,0.605567139310795,0.00115671107372183,0.40635726406458,0.0246893718890206,0.0172839303257466,2.58003932130935e-05,0.0062080940894497
"GNAS",0.00020131286346736,0.167213747140902,1.355891337685e-05,0.0349759706756742,9.75651831759126e-05,0.17612002824799,0.000975315592867002,0.808502126304646,0.00242665684989149,0.00169702790447718,0.000109853617829447,0.0209785653301643
"RPL28",4.43947466796789e-12,0.00014820160100104,1.09740213300944e-14,0.628147932522558,1.53446842359105e-13,0.430590656920642,3.07358204660751e-12,0.275637926921775,7.44445394639351e-11,5.70388814255941e-07,1.02362562870439e-13,1.4074567807404e-10
"RPLP1",3.03792174801678e-06,0.0334906587349537,8.85943894239315e-08,0.830391568598845,2.73927612175622e-07,0.691282006757644,1.80916765675058e-06,0.839791598565043,5.4727200505673e-06,0.0024266605627524,6.24880418298446e-07,0.000217911319424698
"COL3A1",4.32150417957821e-31,0.0171818077000996,5.60437909411335e-42,0.975560561463419,1.41701134655538e-42,0.997602442747777,2.6134547722202e-36,0.677889855587075,2.51730630136674e-29,0.377211188558327,5.55e-17,1.90777392487626e-13
"MMP11",9.67812849807222e-06,0.0563788611224767,8.27363115633731e-08,0.898386809550356,7.7878394255141e-08,0.889009254809173,2.35128940637144e-06,0.430620278768159,7.59488669920734e-05,0.050456932735848,3.92635197909996e-07,0.00014534759107219
