matching_id,role,cancer_id,cancer_normalized,gene_hugo_id,gene_entrez_id,gene_normalized,citation_count
f952c5ad7bfa3a24e85e9c3326cdeb4f,Oncogene,DOID:1612,breast cancer,HGNC:3430,2064,ERBB2,831
7dcef0d4e3128a7a9d412a1702cfb9e4,Oncogene,DOID:1612,breast cancer,HGNC:7553,4609,MYC,299
4777ca70a48d45ab3ca357af68bcb9d5,Driver,DOID:1612,breast cancer,HGNC:3430,2064,ERBB2,218
e5d7879bfe99a899f2efbd37e860dff1,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1100,672,BRCA1,134
0655f53767046fcfab01b9e5dbd0c1d7,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:11998,7157,TP53,114
603dccd02863a72e8dfd3b1fef426ffe,Oncogene,DOID:1612,breast cancer,HGNC:3236,1956,EGFR,101
7a28c58bf5f632ee85dcb56d373210c2,Driver,DOID:1612,breast cancer,HGNC:7553,4609,MYC,89
a47356d2f8d97088c678a36b2997ce90,Oncogene,DOID:1612,breast cancer,HGNC:1582,595,CCND1,67
556bbecf6442d83b444911dfc4d3bafd,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:9588,5728,PTEN,65
fda7e5942f7c9e8646d9a334479c3e64,Oncogene,DOID:1612,breast cancer,HGNC:6407,3845,KRAS,48
b72b20ecba597cc0f7db2877c0afad2e,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1101,675,BRCA2,40
ee510332fa1b25aaba0d56ced46a7ae6,Oncogene,DOID:1612,breast cancer,HGNC:11283,6714,SRC,40
cc33ce86d503ff452b9ff129102333e4,Oncogene,DOID:1612,breast cancer,HGNC:7670,8202,NCOA3,35
391f2db697744d2ca9524b81d43de5e1,Oncogene,DOID:1612,breast cancer,HGNC:11998,7157,TP53,33
27e2228b9df04b468f4a3c930d1c32c2,Driver,DOID:1612,breast cancer,HGNC:8975,5290,PIK3CA,31
4db849142956bcd60ba74d9a08ca0c87,Oncogene,DOID:1612,breast cancer,HGNC:12774,7471,WNT1,30
c6a562f78c5423f640154e5bef382748,Oncogene,DOID:1612,breast cancer,HGNC:11364,6774,STAT3,30
b06429ff8ebc4f7a483605ba3fd1817b,Oncogene,DOID:1612,breast cancer,HGNC:8975,5290,PIK3CA,29
b0333f93c4537c9d4535a80bf42aee2e,Driver,DOID:1612,breast cancer,HGNC:11998,7157,TP53,29
d4473653f101ec8077111d62330eef60,Driver,DOID:1612,breast cancer,HGNC:1100,672,BRCA1,26
1d89695e7a3aac8cb63a11a2915d5f74,Oncogene,DOID:1612,breast cancer,HGNC:6348,9314,KLF4,25
e8b509be27eb6f66c91c69562f692002,Oncogene,DOID:1612,breast cancer,HGNC:3431,2065,ERBB3,23
c7767bdc0749a3220b710bcf8907099d,Oncogene,DOID:1612,breast cancer,HGNC:16262,10413,YAP1,23
3272d2ad07e004a327a5c1c7200fcae3,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1748,999,CDH1,22
f5206128193b80ad40976e58f5c78178,Driver,DOID:1612,breast cancer,HGNC:3236,1956,EGFR,22
b9878d6417344bcf7182784758184bb9,Oncogene,DOID:1612,breast cancer,HGNC:391,207,AKT1,20
5bc83e4e062f2a5733eda617877f17c0,Oncogene,DOID:1612,breast cancer,HGNC:3796,2353,FOS,20
da4f9fdee2d6c1ac7c0d96b323f1fd2b,Driver,DOID:1612,breast cancer,HGNC:391,207,AKT1,20
0a06c977e8657079e84d82f05d552095,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6106,50943,FOXP3,18
546f1a06d7e37c0a73d7b942b9d6970f,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:16262,10413,YAP1,18
02100bd5aae87aad50ca001beeddf33a,Oncogene,DOID:1612,breast cancer,HGNC:7029,4233,MET,18
0ea8582818a98ba216a4aace61bc68b0,Oncogene,DOID:1612,breast cancer,HGNC:3527,2146,EZH2,18
e079ab386b6ca2e9516acbc101fd9df1,Oncogene,DOID:1612,breast cancer,HGNC:29608,92140,MTDH,17
2bd9132bdd88addd9c0d8acfe85d5309,Driver,DOID:1612,breast cancer,HGNC:6407,3845,KRAS,17
3df7df4de94dc79a7ad399a84b4a7fc1,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:8949,5268,SERPINB5,16
bb29376d01354db77cd479c8587f3198,Oncogene,DOID:1612,breast cancer,HGNC:9967,5979,RET,16
e6ebc8ecf84d453e9121e1043f3a92d7,Oncogene,DOID:1612,breast cancer,HGNC:7989,4893,NRAS,16
a91ae1d6b5c76779099fb2633877760f,Oncogene,DOID:1612,breast cancer,HGNC:76,25,ABL1,16
5f9d7bd86dc0cd2a98dfded726b9af34,Oncogene,DOID:1612,breast cancer,HGNC:7545,4602,MYB,16
4b448ae97c7f350e0e26c2eeab39b656,Oncogene,DOID:1612,breast cancer,HGNC:6204,3725,JUN,16
32f48e3696f94dd3df09e29a3ad13876,Oncogene,DOID:1612,breast cancer,HGNC:25883,80139,ZNF703,16
4b47e6228f844f1f5c2b59e4284c35b3,Oncogene,DOID:1612,breast cancer,HGNC:1097,673,BRAF,16
133f0db7bd20742850db5f1c7e633e76,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:10471,861,RUNX1,15
4e2e527c201bc53f949b7db067446095,Oncogene,DOID:1612,breast cancer,HGNC:6342,3815,KIT,15
c44f0b5a325863a9f14f1a3c4621a053,Oncogene,DOID:1612,breast cancer,HGNC:3818,2305,FOXM1,15
47ad07ebfada12bdc95243133990a5d7,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:9645,5782,PTPN12,14
496f701a090dd39f0a6f6b0fa3ef4636,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1787,1029,CDKN2A,14
9e0ce735c48501dc1fb6528a3d2a8279,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:10473,864,RUNX3,14
c1df42117c5ae9749f86b5c1a9ee28e3,Oncogene,DOID:1612,breast cancer,HGNC:9605,5743,PTGS2,14
da7c05dd8d3c32c025255af1e5a3382f,Oncogene,DOID:1612,breast cancer,HGNC:3467,2099,ESR1,14
c73f61d59c0f2a9c7d7aebbd44ae5303,Oncogene,DOID:1612,breast cancer,HGNC:14552,9641,IKBKE,14
524842038791cf584c8e33662a35ab8a,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:11491,6850,SYK,13
4589ec841fb87bed1d603be5ae7f28f5,Oncogene,DOID:1612,breast cancer,HGNC:30134,27043,PELP1,13
a6a12dee4aac4d566225157bf90b8a18,Oncogene,DOID:1612,breast cancer,HGNC:12680,7422,VEGFA,13
e5b1f361828de53f60841b4faea72c8d,Oncogene,DOID:1612,breast cancer,HGNC:10901,6502,SKP2,13
f0ddef1ae0b3904ceaef69962d9c9e6e,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:9882,11186,RASSF1,12
bf1ee9d415b84499a8f806288c0367ca,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:3821,2309,FOXO3,12
6cd3cd2e94ac8d103094df1924672bb8,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:18756,23221,RHOBTB2,12
50636bf109630f039324288eac002dda,Oncogene,DOID:1612,breast cancer,HGNC:6973,4193,MDM2,12
6fea09fa30970c25bd02ecc280f47360,Oncogene,DOID:1612,breast cancer,HGNC:3594,2194,FASN,12
046fd1297d9beeff092ef2729c5baf89,Oncogene,DOID:1612,breast cancer,HGNC:18039,10765,KDM5B,12
a15e1f43c8857d0c714e22730abcd760,Oncogene,DOID:1612,breast cancer,HGNC:1784,1026,CDKN1A,12
b42dee4948cc0c5400ef05464c00d853,Oncogene,DOID:1612,breast cancer,HGNC:13009,7764,ZNF217,12
31182c1ac362e851f92f0a0fe9d6ae19,Oncogene,DOID:1612,breast cancer,HGNC:11577,6901,TAFAZZIN,12
34977333d322913719e7ceac8fa46b8d,Oncogene,DOID:1612,breast cancer,HGNC:9588,5728,PTEN,11
dcee8eb5c6b1c6943a01a99708cc3acb,Oncogene,DOID:1612,breast cancer,HGNC:3488,2113,ETS1,11
75288e2097a301b012a545956e02cd98,Oncogene,DOID:1612,breast cancer,HGNC:1100,672,BRCA1,11
b456d0c8776f0d8e03ecc3a8ac701b37,Oncogene,DOID:1612,breast cancer,HGNC:10471,861,RUNX1,11
322c04e96a4f4d1d4d60db50ce8f7a8d,Driver,DOID:1612,breast cancer,HGNC:3467,2099,ESR1,11
287102ae26a6d5d9c076a802cb64b6c8,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:11389,6794,STK11,10
302bc764f785b39519a2907936fdaacb,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:11362,6772,STAT1,10
43f7602cc42133573838856dd4a7a5a6,Oncogene,DOID:1612,breast cancer,HGNC:17635,29126,CD274,10
194c66296bfe71e97988d0aabf1424b2,Oncogene,DOID:1612,breast cancer,HGNC:11393,6790,AURKA,10
956dd87b3363bb63e773010da6017674,Oncogene,DOID:1612,breast cancer,HGNC:11195,6657,SOX2,10
b0781ba2e0182f7d61f951900f47ac61,Driver,DOID:1612,breast cancer,HGNC:9588,5728,PTEN,10
57a6a02133f5391dde4845d6d4c84a12,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:8060,8650,NUMB,9
aa163cfb2689b87d5afd0c9121e5566c,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6348,9314,KLF4,9
d89e00796a38e70111da356880edc230,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6116,3659,IRF1,9
eb4731cd8c84ee209a4ff675a2d1191b,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:14931,23410,SIRT3,9
1f788f1d9f1dd4ad27aef7398475ff33,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:12799,51741,WWOX,9
b710664b05b9429b9877d899b3798619,Oncogene,DOID:1612,breast cancer,HGNC:9644,5781,PTPN11,9
bd268f867c5683fbdaaf77df64a68dd3,Oncogene,DOID:1612,breast cancer,HGNC:9591,5729,PTGDR,9
d4c315cbedd39026d7f1dde2c0ea3e0e,Oncogene,DOID:1612,breast cancer,HGNC:9277,8493,PPM1D,9
f23d4ca3c4b38849fe0c74ed3e53747e,Oncogene,DOID:1612,breast cancer,HGNC:5173,3265,HRAS,9
ae225d3ab7c5053a61994b59dd2f6db4,Oncogene,DOID:1612,breast cancer,HGNC:3229,1950,EGF,9
9629c9a17ffa1c9b9daac4cf5aeae728,Oncogene,DOID:1612,breast cancer,HGNC:24678,79068,FTO,9
f314492e1881da5606779e0c0038e621,Oncogene,DOID:1612,breast cancer,HGNC:1787,1029,CDKN2A,9
2e7e620d027cf87631b45e3c9de959af,Oncogene,DOID:1612,breast cancer,HGNC:1748,999,CDH1,9
79eaabba3f6d89158ad68273d968b332,Oncogene,DOID:1612,breast cancer,HGNC:13221,53335,BCL11A,9
7005ee18e9ac815d263fda2efd3b4b5f,Driver,DOID:1612,breast cancer,HGNC:8947,5266,PI3,9
6239ab6adb30848422a539ec4c0aa1ff,Driver,DOID:1612,breast cancer,HGNC:4172,2625,GATA3,9
94999cbccb4b63a3bb5fe89640c31af5,Driver,DOID:1612,breast cancer,HGNC:16262,10413,YAP1,9
ed311a4adf69239b0cce13cb2a2fc2d1,Driver,DOID:1612,breast cancer,HGNC:12774,7471,WNT1,9
f458c42b0442a8b95862ee6b8a4b9fe0,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:9591,5729,PTGDR,8
3d924fe1b111a45150cc22f6dc8f415e,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6597,3977,LIFR,8
36221359a4bfccf056c8bcaf550bc6b3,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:583,324,APC,8
5dd3dc8535d735c60041fdf861ef9230,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:4172,2625,GATA3,8
337b8a9ed90bb6e29d37e1c2d2b9a9f2,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:21067,114826,SMYD4,8
028c949bd93fab6c7575c5bb572e4527,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:16712,55294,FBXW7,8
bee1e5a3f756b9ecbc9cb8c1b1a5fa4e,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:15818,55544,RBM38,8
4f8352ebb5b964b2c166336368d3ef60,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:12769,8840,CCN4,8
d2a5e02cd4ac8b9c909f9970aeacb94a,Oncogene,DOID:1612,breast cancer,HGNC:990,596,BCL2,8
510a47e8862ea3879133791eb9b7d1e3,Oncogene,DOID:1612,breast cancer,HGNC:9642,5770,PTPN1,8
709b57c3783348cebbc7694fdd0dfa25,Oncogene,DOID:1612,breast cancer,HGNC:8923,26227,PHGDH,8
a6c9df40087d18acec0a7c5a65449acd,Oncogene,DOID:1612,breast cancer,HGNC:8014,4904,YBX1,8
d710a91efa22ed5d8ccdf7af8117c223,Oncogene,DOID:1612,breast cancer,HGNC:6106,50943,FOXP3,8
5e3a87198fcbd99906ad42077e74a489,Oncogene,DOID:1612,breast cancer,HGNC:2768,7913,DEK,8
6cb2787ce0dc8d2de8cf3ae82fb03e5a,Oncogene,DOID:1612,breast cancer,HGNC:25996,54890,ALKBH5,8
aa3a87d5cec8828ea37b796997c4ff48,Oncogene,DOID:1612,breast cancer,HGNC:2433,1436,CSF1R,8
5d8895677564cd97130ee639b2b372e2,Oncogene,DOID:1612,breast cancer,HGNC:1066,648,BMI1,8
72c06d2ee6a79f32f51e7405d9e3b8be,Driver,DOID:1612,breast cancer,HGNC:3431,2065,ERBB3,8
3d51ebf56c60ab612617d2b9964daaa9,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:950,8314,BAP1,7
19df7a2066074539b96236551e133193,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:7679,10397,NDRG1,7
c699f6972e411927cc077df9d713575d,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:4983,3146,HMGB1,7
0d6e84be417797b23c8df6208e56b603,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2478,1474,CST6,7
8553df7db8e5beaebcc2e16701670888,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1784,1026,CDKN1A,7
d33cca3698c8b4a0bddddde894c040fb,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:17274,23650,TRIM29,7
4ebf82ec2557ea3b65d87380cc2b77b6,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:12784,7474,WNT5A,7
5d69d33ef945785b6cbbe1225e22aba3,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:12771,8838,CCN6,7
3e128688ad1e7f1cc4ca491b3f769d9b,Oncogene,DOID:1612,breast cancer,HGNC:8988,5300,PIN1,7
4e36d783a13cdbd572cb22bcd75238e8,Oncogene,DOID:1612,breast cancer,HGNC:8947,5266,PI3,7
5e74dc791ad2a1cac2c11ef65b5fb414,Oncogene,DOID:1612,breast cancer,HGNC:8910,5241,PGR,7
f4b230ae39b6d5feca59f9fac8d70308,Oncogene,DOID:1612,breast cancer,HGNC:8749,5127,CDK16,7
feca23600fdde08c7f9c12d7b2525666,Oncogene,DOID:1612,breast cancer,HGNC:8590,5058,PAK1,7
5c7dacfd4305eb564fb9df619e019e5f,Oncogene,DOID:1612,breast cancer,HGNC:7881,4851,NOTCH1,7
7592a549cf8bbcc2a63ef29e5416e5e3,Oncogene,DOID:1612,breast cancer,HGNC:14929,23411,SIRT1,7
6f66d031a9f2888801bebb011ef0ae53,Oncogene,DOID:1612,breast cancer,HGNC:11279,6713,SQLE,7
d178b572ce0da222631fbecfa7939be0,Driver,DOID:1612,breast cancer,HGNC:12680,7422,VEGFA,7
7ff9de2f1c850b3ea26c3b1c632b6350,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:9884,5925,RB1,6
e411d825ce4c7814b56b3e88852cbf6f,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:7882,4853,NOTCH2,6
95e49ff9250ec3dc8b2d91e8f0f5f29c,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:687,9077,DIRAS3,6
b5679c03fa01527435a5e6be0161bf72,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6344,9365,KL,6
33c9671e8f36bddb8064e5953f2e9a6c,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6075,8821,INPP4B,6
f00841745665489abc3298e133924019,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:5363,3400,ID4,6
c1214786bf2c052d5b23922d7cec754c,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:5154,3248,HPGD,6
a800e1202fb34d04a1bee5792bee6d68,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:5106,3202,HOXA5,6
3acc9adde25bc38dbe35944071d2e119,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:4909,3090,HIC1,6
4bbc15e21ffa04118fc09c694e69aa36,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:3823,27086,FOXP1,6
bc5b914b365f193a9696095a7df04149,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:24642,84417,ECRG4,6
fdacbdb22e5b98fc0ee27eefb9f77782,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2032,9076,CLDN1,6
2247eccb45f0dab27705088e8aa813be,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2016,9635,CLCA2,6
1c9841ba2eadb8dc91d38466d0470103,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:19182,23328,SASH1,6
0d1797e3585e2ccb27d9a3d52421f754,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:18420,29072,SETD2,6
b701e5527b5d282335d353a28a63188d,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:18006,11188,NISCH,6
73bf688620833370d3dd0925684736f7,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1786,1028,CDKN1C,6
43443b3b7f2d39da7f24533f1f57082d,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:16627,11200,CHEK2,6
262b1cf56591f86de455723e74dc2812,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:15980,85004,RERG,6
ead949c293b7be527ec1d13fbc2868bd,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:15971,7251,TSG101,6
d8b7d9fb899fb0b392ffe19e64ce1b9e,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1537,863,CBFA2T3,6
e132e1e495c7fa006dce0c62d20653ac,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:12429,57045,TWSG1,6
9854229980bc266d3f3bf145205ad076,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1232,54583,EGLN1,6
bbff381eacae18f1421aadc11969c3d0,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:11999,7158,TP53BP1,6
e049146eae309867ec3dd77475d2bd40,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:10524,6299,SALL1,6
03af41a0f1d740d0f6d2472294abdef1,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1034,8678,BECN1,6
e66cb16d08c9fbcd57ea749db5e405e2,Oncogene,DOID:1612,breast cancer,HGNC:7884,4855,NOTCH4,6
636405ec280076024c469cbc495f2055,Oncogene,DOID:1612,breast cancer,HGNC:785,467,ATF3,6
488360579f587487d4f8bc302b272d23,Oncogene,DOID:1612,breast cancer,HGNC:6644,8543,LMO4,6
6b1be2791855e59157867ef1e9121281,Oncogene,DOID:1612,breast cancer,HGNC:6554,3953,LEPR,6
1aaf7eb025bbec3ee51a1106836db9d5,Oncogene,DOID:1612,breast cancer,HGNC:6388,3832,KIF11,6
c024d2974ec9593cd990c14d1ea1078a,Oncogene,DOID:1612,breast cancer,HGNC:6349,688,KLF5,6
62ce4bc061913b361bb600a34a39b6e4,Oncogene,DOID:1612,breast cancer,HGNC:5099,3198,HOXA1,6
7f127afbb44bb701c153678d889e6131,Oncogene,DOID:1612,breast cancer,HGNC:5021,3169,FOXA1,6
e93dcf138fab1cdf3e51ab8ce74821e2,Oncogene,DOID:1612,breast cancer,HGNC:4172,2625,GATA3,6
15495c4297bca7c7149d47d1a3f9f973,Oncogene,DOID:1612,breast cancer,HGNC:3942,2475,MTOR,6
c34622791a81a3d55a98b813ffdf2f20,Oncogene,DOID:1612,breast cancer,HGNC:3689,2263,FGFR2,6
afe2f1fbbece3c2027d4bf3d10a3657e,Oncogene,DOID:1612,breast cancer,HGNC:3688,2260,FGFR1,6
22089bf81f60a9d70c59d5c245f8c7d4,Oncogene,DOID:1612,breast cancer,HGNC:3468,2100,ESR2,6
58dff564a67dbe03be63e070d4582c8c,Oncogene,DOID:1612,breast cancer,HGNC:2745,1654,DDX3X,6
935e4348b193336dfbda69289cb05817,Oncogene,DOID:1612,breast cancer,HGNC:2514,1499,CTNNB1,6
d5b3f956def7806b4dab566e31513841,Oncogene,DOID:1612,breast cancer,HGNC:24500,25962,VIRMA,6
667043dd307d2b8f03555b201ce070fb,Oncogene,DOID:1612,breast cancer,HGNC:2069,1196,CLK2,6
3dc92fbecca3cfe90281ad75114d1944,Oncogene,DOID:1612,breast cancer,HGNC:19383,8651,SOCS1,6
4d5b0a18f4081d5d6a8d14a5ae403e87,Oncogene,DOID:1612,breast cancer,HGNC:15452,64083,GOLPH3,6
9e063cf22aebf2ff7df2abc51eda88ec,Oncogene,DOID:1612,breast cancer,HGNC:12856,7528,YY1,6
df06ee8e4c6abc1aea66f3fc7c90905c,Oncogene,DOID:1612,breast cancer,HGNC:12799,51741,WWOX,6
f62950cafd35400c6d7e6566b9b0ab76,Oncogene,DOID:1612,breast cancer,HGNC:12796,7490,WT1,6
3c6e81b42a42312baca11901e73070b8,Oncogene,DOID:1612,breast cancer,HGNC:12769,8840,CCN4,6
40a3e6a707f0df54da396b13c0aa866d,Oncogene,DOID:1612,breast cancer,HGNC:12738,23558,WBP2,6
108613d412203b42ec122a4d6d3df108,Oncogene,DOID:1612,breast cancer,HGNC:12687,7428,VHL,6
b77e1746c2f48b6df9f43a554864b793,Oncogene,DOID:1612,breast cancer,HGNC:11491,6850,SYK,6
e9858c975cdd903fe719b57559d9ecb0,Oncogene,DOID:1612,breast cancer,HGNC:10761,9869,SETDB1,6
e8606ac73ddc34fef9cc2dcca74b1467,Driver,DOID:1612,breast cancer,HGNC:7765,4763,NF1,6
d0b8b8355b668c7b70a6458292afb30a,Driver,DOID:1612,breast cancer,HGNC:6871,5594,MAPK1,6
eeb0c6c7dfdae4da8b8f8cbd50a0a808,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:9671,5793,PTPRG,5
74c3ad7185395ad5d3f187cd1732d614,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:9077,5347,PLK1,5
d257cd119d038ee296ad86b327664d8e,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:8763,27250,PDCD4,5
966778a65e3be8e658c7e74da59ca553,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:784,1386,ATF2,5
58ef28f7a93d5ea2d6732c9d1ab2f8a4,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6358,5655,KLK10,5
0af4b31b3433ea85c60d43068aa359fa,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6349,688,KLF5,5
059dd8be11ed14e32e4ce696e48125c1,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:4485,2852,GPER1,5
4197d0c067ac18839d12faa39936baf5,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:3557,2170,FABP3,5
a2df531111731272144e17b724370507,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:3238,1958,EGR1,5
644219fdb42e5990b5d9a54e97af283e,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2663,1602,DACH1,5
7f81754d320b9dbb5f89b43ff227cb2c,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:23109,79633,FAT4,5
d4a19796bd847e939a62fc11b79c08e7,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:16510,79791,FBXO31,5
32f588a293b1a50a2e1d6870fb170ad5,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:14929,23411,SIRT1,5
906144fcd691981e9a487f790f45773d,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:14310,29117,BRD7,5
d6b71f8953c2357a7860fad8c140dcc8,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:13723,10664,CTCF,5
eea60fb0d4438c06faf63ada9dca460d,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:12929,7703,PCGF2,5
01c2d023704381af3a9b6671dfd1b29d,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:12010,7168,TPM1,5
73f3b62075d9989e9dda5de85957ad6b,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:11364,6774,STAT3,5
ea8b0df1331329d13e66cbb7830876d0,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:10776,6422,SFRP1,5
8aadd013718a1ea0dbb60854b8ac7aad,Tumor_Suppressor,DOID:1612,breast cancer,HGNC:10435,27330,RPS6KA6,5
135995c5565280f5f7fef1ae1181c3c4,Oncogene,DOID:1612,breast cancer,HGNC:992,598,BCL2L1,5
aa7700c54713bf1fb4437989bf3a9dd2,Oncogene,DOID:1612,breast cancer,HGNC:8763,27250,PDCD4,5
136d728d39fad648f3cf5ae09eac52a8,Oncogene,DOID:1612,breast cancer,HGNC:795,472,ATM,5
eace88d86f98e680f1b2d2b8b8482dba,Oncogene,DOID:1612,breast cancer,HGNC:7794,4790,NFKB1,5
a584f9d63641ca6b631d82434f80bf46,Oncogene,DOID:1612,breast cancer,HGNC:7785,4781,NFIB,5
a46c3f04fd5666979439580ad91ca65a,Oncogene,DOID:1612,breast cancer,HGNC:6990,4204,MECP2,5
5bbba393bb6e4bafad75ebad81252b8b,Oncogene,DOID:1612,breast cancer,HGNC:6597,3977,LIFR,5
a3a782e92778986506a01aab508e56c5,Oncogene,DOID:1612,breast cancer,HGNC:6553,3952,LEP,5
e3f2df8f5f6938c2367db1a59306ddbd,Oncogene,DOID:1612,breast cancer,HGNC:6526,3934,LCN2,5
329ad1964bea6af705f0e37cbae82bfc,Oncogene,DOID:1612,breast cancer,HGNC:583,324,APC,5
6f2343fba42c368f88f82901a5f7c5a1,Oncogene,DOID:1612,breast cancer,HGNC:5009,8091,HMGA2,5
777c5477fc4add17c6232dfb44eca316,Oncogene,DOID:1612,breast cancer,HGNC:4567,2886,GRB7,5
e00607f2f286ef327608e73fe10a16f7,Oncogene,DOID:1612,breast cancer,HGNC:40,5243,ABCB1,5
867022b7b5cacd123a04097323f8fe0f,Oncogene,DOID:1612,breast cancer,HGNC:3681,2248,FGF3,5
9826d723d39e869011400c7285fb73ae,Oncogene,DOID:1612,breast cancer,HGNC:2602,1591,CYP24A1,5
58fdb8af25b7fb0213dccefda3d7fad3,Oncogene,DOID:1612,breast cancer,HGNC:18078,51341,ZBTB7A,5
041f985814b7cefb902b1a673fd800e2,Oncogene,DOID:1612,breast cancer,HGNC:18071,56946,EMSY,5
c3284581b8fb36b6381c22024da8bf6c,Oncogene,DOID:1612,breast cancer,HGNC:1785,1027,CDKN1B,5
dbf1be8e44fabc43bf9d2f56a8b0c353,Oncogene,DOID:1612,breast cancer,HGNC:17563,56339,METTL3,5
dddc4a30719cc7c60bee25ef36543d8a,Oncogene,DOID:1612,breast cancer,HGNC:14669,117159,DCD,5
10888a5c6ff39f131b2e6f25c5b61d18,Oncogene,DOID:1612,breast cancer,HGNC:12767,54904,NSD3,5
3a551dc41aa792c70e3c30d26797adb7,Oncogene,DOID:1612,breast cancer,HGNC:12005,7163,TPD52,5
d733678dcedfb176287edb1cfbdcabc3,Oncogene,DOID:1612,breast cancer,HGNC:11730,7015,TERT,5
594abec1a851471fcb0ef0ebfdd2b618,Oncogene,DOID:1612,breast cancer,HGNC:10472,860,RUNX2,5
aa0de4586d728482c6445a3bb63e3ee7,Driver,DOID:1612,breast cancer,HGNC:9605,5743,PTGS2,5
